fileName,normalizedRatio,date,speed,iso,aperture,focalLength,widthFull,heightFull,fileSizeFull,width2k,height2k,fileSize2k,width3k,height3k,fileSize3k,width4k,height4k,fileSize4k,widthRaw,heightRaw,fileSizeRaw,place,themes,title,details
D5600_002078,vertical,2019-10-20T12:05:44+08:00,1/80 s,100,11.0,35.0,3553,5329,"4,33 Mio",1280,1920,"527,27 kio",2000,3000,"1,72 Mio",2560,3840,"2,57 Mio",6016,4016,"25,88 Mio",chuncheon,quotidien;etrange,Le train et le taureau,Je ne suis pas certain du message porté par cette installation…
D5600_002080,standard,2019-10-20T12:12:36+08:00,1/50 s,100,11.0,70.0,6016,4016,"6,00 Mio",1920,1282,"585,03 kio",3000,2003,"1,87 Mio",3840,2563,"2,83 Mio",6016,4016,"23,85 Mio",chuncheon,curiosite;quotidien,"« Chuncheon, ville romantique »",Ha ?
D5600_002085,vertical,2019-10-20T12:38:10+08:00,1/200 s,100,16.0,21.0,4016,6016,"5,13 Mio",1282,1920,"449,46 kio",2003,3000,"1,58 Mio",2563,3840,"2,42 Mio",6016,4016,"24,14 Mio",chuncheon,memoire,« Mémorial de la Guerre du Vietnam »,
D5600_002086,vertical,2019-10-20T12:39:58+08:00,1/60 s,100,16.0,18.0,3971,5956,"10,08 Mio",1280,1920,"1,17 Mio",2000,3000,"3,52 Mio",2560,3840,"5,12 Mio",6016,4016,"28,07 Mio",chuncheon,memoire,Monument aux services d’espionnages,
D5600_002098,panoramique,2019-10-20T12:54:51+08:00,1/80 s,100,16.0,30.0,5775,2651,"5,47 Mio",1920,881,"699,05 kio",3000,1377,"2,01 Mio",3840,1763,"2,93 Mio",6016,4016,"26,96 Mio",chuncheon,quotidien;curiosite,Le poisson aux cadenas de l’amour,
D5600_002100,standard,2019-10-20T12:58:38+08:00,1/125 s,100,16.0,66.0,6016,4016,"4,32 Mio",1920,1282,"405,46 kio",3000,2003,"1,40 Mio",3840,2563,"2,10 Mio",6016,4016,"23,61 Mio",chuncheon,quotidien;curiosite;parc,La fontaine au poisson,
D5600_002103,standard,2019-10-20T13:03:17+08:00,1/100 s,100,16.0,35.0,6016,4016,"4,12 Mio",1920,1282,"391,18 kio",3000,2003,"1,35 Mio",3840,2563,"2,02 Mio",6016,4016,"23,73 Mio",chuncheon,quotidien;curiosite;parc,Statue de la fille de la rivière Soyang,Cette statue de 7 mètres de haut représente l’héroïne [d’une chanson populaire](https://www.youtube.com/watch?v=LyMhM1f4tKg) (ici dans un arrangement moderne).
D5600_002108,standard,2019-10-20T14:28:41+08:00,1/30 s,100,10.0,18.0,5743,3828,"6,69 Mio",1920,1280,"773,48 kio",3000,2000,"2,38 Mio",3840,2560,"3,54 Mio",6016,4016,"27,19 Mio",chuncheon,curiosite,Chuncheon en une image,
D5600_002110,standard,2019-10-20T18:03:26+08:00,1/200 s,200,10.0,35.0,4866,3244,"1,97 Mio",1920,1280,"164,56 kio",3000,2000,"859,52 kio",3840,2560,"1,34 Mio",6016,4016,"23,52 Mio",sokcho,curiosite,Calaluminaire,
D5600_002114,standard,2019-10-20T18:10:36+08:00,1/125 s,400,8.0,35.0,5970,3980,"11,11 Mio",1920,1280,"1,05 Mio",3000,2000,"3,54 Mio",3840,2560,"5,38 Mio",6016,4016,"29,37 Mio",sokcho,nature;mer,Face à la mer,
D5600_002116,ecran,2019-10-20T18:11:32+08:00,1/100 s,100,14.0,35.0,5838,3284,"1,28 Mio",1920,1080,"139,44 kio",3000,1688,"505,26 kio",3840,2160,"719,07 kio",6016,4016,"21,57 Mio",sokcho,architecture;ville;selection;montagne,Contre-jour au kiosque ,
D5600_002121,standard,2019-10-20T18:16:57+08:00,1/80 s,400,11.0,35.0,5859,3906,"7,16 Mio",1920,1280,"677,58 kio",3000,2000,"2,34 Mio",3840,2560,"3,57 Mio",6016,4016,"27,48 Mio",sokcho,mer;architecture;selection,Encore un peu plus à l’Est…,
D5600_002130,standard,2019-10-20T18:24:54+08:00,1/250 s,400,4.0,35.0,6016,4016,"6,65 Mio",1920,1282,"631,92 kio",3000,2003,"2,08 Mio",3840,2563,"3,14 Mio",6016,4016,"26,15 Mio",sokcho,quotidien;animal,Tant de délicieux poissons !,"Vous arrivez au restaurant, vous choisissez votre poisson dans l’aquarium et vous le mangez. Fraicheur garantie !"
D5600_002131,vertical,2019-10-20T18:26:37+08:00,1/125 s,400,4.0,35.0,3879,5818,"6,56 Mio",1280,1920,"671,93 kio",2000,3000,"2,17 Mio",2560,3840,"3,30 Mio",6016,4016,"25,98 Mio",sokcho,quotidien;escaliers,Vers le phare,
D5600_002148,standard,2019-10-20T18:40:30+08:00,1/40 s,400,5.0,35.0,5874,3916,"8,61 Mio",1920,1280,"896,88 kio",3000,2000,"2,87 Mio",3840,2560,"4,32 Mio",6016,4016,"28,42 Mio",sokcho,ville;moderne;mer,Front de mer aux kiosques et au béton,
D5600_002151,ecran,2019-10-20T18:41:31+08:00,1/80 s,400,6.3,35.0,5981,3364,"4,89 Mio",1920,1080,"392,07 kio",3000,1687,"1,50 Mio",3840,2160,"2,32 Mio",6016,4016,"25,20 Mio",sokcho,mer;ville;montagne,"Là-bas, vers le Nord…",Les dernières montagnes au loin sont probablement en Corée du Nord.
D5600_002158,standard,2019-10-20T18:53:16+08:00,1/20 s,400,5.6,35.0,5016,3344,"2,05 Mio",1920,1280,"208,95 kio",3000,2000,"804,08 kio",3840,2560,"1,22 Mio",6016,4016,"24,04 Mio",sokcho,quotidien;noiretblanc,Cuit-vapeurs pour crabes,
D5600_002162,standard,2019-10-20T19:01:23+08:00,1/100 s,1600,4.5,35.0,5488,3658,"3,12 Mio",1920,1280,"308,36 kio",3000,2000,"1,13 Mio",3840,2560,"1,73 Mio",6016,4016,"27,88 Mio",sokcho,quotidien;nuit,Fin de crépuscule sur Sokcho,
D5600_002194,vertical,2019-10-21T10:47:43+08:00,1/60 s,100,11.0,42.0,3905,5849,"7,16 Mio",1282,1920,"857,74 kio",2003,3000,"2,50 Mio",2564,3840,"3,68 Mio",6016,4016,"27,27 Mio",seoraksan,temple;sculpture;histoire,Bouddha assis,
D5600_002195,standard,2019-10-21T10:48:02+08:00,1/100 s,100,11.0,40.0,6016,4016,"7,24 Mio",1920,1282,"791,74 kio",3000,2003,"2,38 Mio",3840,2563,"3,54 Mio",6016,4016,"27,49 Mio",seoraksan,histoire;sculpture;dragon,Grenouille et dragons,La grenouille est semble-t-il une sorte de tronc pour le temple.
D5600_002197,vertical,2019-10-21T10:49:32+08:00,1/80 s,200,11.0,66.0,3532,5291,"7,55 Mio",1282,1920,"1,07 Mio",2003,3000,"3,15 Mio",2563,3840,"4,61 Mio",6016,4016,"29,54 Mio",seoraksan,histoire;temple,Lanterne du temple,
D5600_002200,autre,2019-10-21T10:52:28+08:00,1/160 s,100,11.0,80.0,4824,3424,"2,47 Mio",1920,1363,"269,93 kio",3000,2129,"1,13 Mio",3840,2726,"1,73 Mio",6016,4016,"22,87 Mio",seoraksan,escaliers;curiosite,Promenade au Seoroksan,"Comment fait-on une pente à 30,8 % ? Principalement, avec des escaliers…"
D5600_002202,vertical,2019-10-21T10:59:08+08:00,1/50 s,100,18.0,90.0,3754,5623,"8,13 Mio",1282,1920,"1,05 Mio",2003,3000,"3,08 Mio",2564,3840,"4,49 Mio",6016,4016,"29,90 Mio",seoraksan,toit;ondol;curiosite,Porte vers l’Enfer,
D5600_002204,standard,2019-10-21T10:59:34+08:00,1/125 s,200,11.0,24.0,6016,4016,"9,36 Mio",1920,1282,"991,78 kio",3000,2003,"3,02 Mio",3840,2563,"4,50 Mio",6016,4016,"27,85 Mio",seoraksan,temple;toit;architecture;selection;montagne;foret,Temple au toit bleu,
D5600_002208,standard,2019-10-21T11:10:25+08:00,1/200 s,200,11.0,75.0,6016,4016,"5,59 Mio",1920,1282,"545,43 kio",3000,2003,"1,80 Mio",3840,2563,"2,71 Mio",6016,4016,"25,73 Mio",seoraksan,etrange;foret,Forêt connectée,"La couverture réseau en Corée est exceptionnelle, mais ça implique de disgracieuse antennes en plein parc naturel…"
D5600_002212,vertical,2019-10-21T11:18:49+08:00,1/160 s,200,3.8,24.0,4016,6016,"7,11 Mio",1282,1920,"700,81 kio",2003,3000,"2,22 Mio",2563,3840,"3,36 Mio",6016,4016,"25,20 Mio",seoraksan,nature;curiosite,Cairn sur souche,Le début du chemin est marqué par tant d’empilements de pierres qu’on en trouve même sur de vieilles souches !
D5600_002217,standard,2019-10-21T11:28:37+08:00,1/125 s,100,11.0,26.0,6016,4016,"8,01 Mio",1920,1282,"899,61 kio",3000,2003,"2,66 Mio",3840,2563,"3,91 Mio",6016,4016,"26,40 Mio",seoraksan,nature;foret;montagne;rocher,"Au loin, des falaises",
D5600_002225,standard,2019-10-21T11:34:41+08:00,1/125 s,100,11.0,26.0,6016,4016,"11,03 Mio",1920,1282,"1,25 Mio",3000,2003,"3,73 Mio",3840,2563,"5,45 Mio",6016,4016,"29,99 Mio",seoraksan,automne;plante,Mur d’automne,
D5600_002226,vertical,2019-10-21T11:35:21+08:00,1/100 s,200,11.0,24.0,4016,6016,"11,35 Mio",1282,1920,"1,23 Mio",2003,3000,"3,71 Mio",2563,3840,"5,47 Mio",6016,4016,"28,41 Mio",seoraksan,automne;plante;foret,Flamboiements sous les pins,
D5600_002229,vertical,2019-10-21T11:36:32+08:00,1/250 s,200,11.0,42.0,4016,6016,"13,55 Mio",1282,1920,"1,31 Mio",2003,3000,"4,26 Mio",2563,3840,"6,46 Mio",6016,4016,"31,05 Mio",seoraksan,temple;automne,Inscriptions sur falaise,L’arbre et l’ombre donnent une petite idée de la dimension réelle de ces textes
D5600_002237,standard,2019-10-21T11:39:10+08:00,1/40 s,200,11.0,34.0,4925,3283,"5,71 Mio",1920,1280,"947,47 kio",3000,2000,"2,64 Mio",3840,2560,"3,85 Mio",6016,4016,"27,55 Mio",seoraksan,architecture;toit;selection,"Soudain, un temple",
D5600_002244,standard,2019-10-21T11:42:51+08:00,1/160 s,100,16.0,45.0,6016,4016,"4,86 Mio",1920,1282,"544,49 kio",3000,2003,"1,63 Mio",3840,2563,"2,40 Mio",6016,4016,"23,68 Mio",seoraksan,nature;montagne;foret,Montagnes bleues,
D5600_002250,standard,2019-10-21T11:54:43+08:00,1/160 s,100,11.0,22.0,6016,4016,"6,99 Mio",1920,1282,"746,20 kio",3000,2003,"2,30 Mio",3840,2563,"3,41 Mio",6016,4016,"25,39 Mio",seoraksan,nature;montagne;foret;rocher,Au pied de la falaise,
D5600_002253,standard,2019-10-21T11:55:21+08:00,1/100 s,100,16.0,18.0,6016,4016,"5,11 Mio",1920,1282,"569,56 kio",3000,2003,"1,74 Mio",3840,2563,"2,55 Mio",6016,4016,"23,29 Mio",seoraksan,nature;foret;montagne,Six plans de montagnes,
D5600_002261,standard,2019-10-21T11:56:43+08:00,1/160 s,100,11.0,52.0,6016,4016,"7,02 Mio",1920,1282,"714,99 kio",3000,2003,"2,26 Mio",3840,2563,"3,38 Mio",6016,4016,"26,07 Mio",seoraksan,nature;montagne;foret;rocher,Pins lithophiles,
D5600_002270,standard,2019-10-21T12:04:49+08:00,1/320 s,100,5.6,105.0,6016,4016,"5,43 Mio",1920,1282,"526,05 kio",3000,2003,"1,67 Mio",3840,2563,"2,55 Mio",6016,4016,"23,02 Mio",seoraksan,nature;foret;automne;plante,Érable flamboyant,
D5600_002271,standard,2019-10-21T12:05:10+08:00,1/320 s,100,5.6,62.0,6016,4016,"8,69 Mio",1920,1282,"1,04 Mio",3000,2003,"2,95 Mio",3840,2563,"4,29 Mio",6016,4016,"26,12 Mio",seoraksan,nature;foret;automne;plante,Contre-rouge,
D5600_002274,ecran,2019-10-21T12:09:55+08:00,1/250 s,100,4.5,35.0,6014,3383,"6,30 Mio",1920,1080,"729,62 kio",3000,1688,"2,10 Mio",3840,2160,"3,08 Mio",6016,4016,"25,20 Mio",seoraksan,nature;foret;automne;plante,"Plus rouge, plus loin !",
D5600_002286,standard,2019-10-21T12:26:45+08:00,1/100 s,100,11.0,70.0,6016,4016,"8,65 Mio",1920,1282,"1,15 Mio",3000,2003,"3,06 Mio",3840,2563,"4,38 Mio",6016,4016,"26,81 Mio",seoraksan,nature;foret;automne;plante,"Mosaïque en vert, rouge et bleu",
D5600_002291,vertical,2019-10-21T12:29:42+08:00,1/125 s,100,11.0,32.0,4016,6016,"7,34 Mio",1282,1920,"838,63 kio",2003,3000,"2,46 Mio",2563,3840,"3,60 Mio",6016,4016,"26,39 Mio",seoraksan,nature;montagne;foret;rocher,À l’assaut de la falaise,
D5600_002294,vertical,2019-10-21T12:32:26+08:00,1/125 s,100,16.0,32.0,4016,6016,"4,70 Mio",1282,1920,"522,07 kio",2003,3000,"1,59 Mio",2563,3840,"2,34 Mio",6016,4016,"23,38 Mio",seoraksan,nature;montagne;foret,Par-delà l’arbre mort,
D5600_002295,standard,2019-10-21T12:33:20+08:00,1/60 s,100,16.0,18.0,6016,4016,"6,76 Mio",1920,1282,"770,12 kio",3000,2003,"2,30 Mio",3840,2563,"3,36 Mio",6016,4016,"25,89 Mio",seoraksan,nature;montagne;foret;rocher,On y est presque…,
D5600_002296,standard,2019-10-21T12:34:31+08:00,1/30 s,100,16.0,52.0,5753,3841,"8,00 Mio",1920,1282,"1,04 Mio",3000,2003,"2,99 Mio",3840,2564,"4,33 Mio",6016,4016,"27,76 Mio",seoraksan,nature;montagne;foret;plante,"Battu par le vent, sur la falaise",
D5600_002298,standard,2019-10-21T12:36:48+08:00,1/125 s,100,16.0,18.0,6016,4016,"2,38 Mio",1920,1282,"241,93 kio",3000,2003,"802,12 kio",3840,2563,"1,13 Mio",6016,4016,"22,96 Mio",seoraksan,nature;montagne;foret;noiretblanc,Vallée en gris,
D5600_002301,standard,2019-10-21T12:37:35+08:00,1/100 s,100,16.0,35.0,6016,4016,"4,00 Mio",1920,1282,"456,47 kio",3000,2003,"1,40 Mio",3840,2563,"2,03 Mio",6016,4016,"24,02 Mio",seoraksan,nature;montagne;foret;rocher;mer,La falaise avant la mer,
D5600_002303,standard,2019-10-21T12:39:33+08:00,1/160 s,100,9.0,105.0,6016,4016,"7,39 Mio",1920,1282,"847,13 kio",3000,2003,"2,46 Mio",3840,2563,"3,65 Mio",6016,4016,"26,66 Mio",seoraksan,nature;rocher ,Chat de pierre,
D5600_002310,standard,2019-10-21T12:42:40+08:00,1/125 s,100,11.0,40.0,6016,4016,"6,53 Mio",1920,1282,"741,79 kio",3000,2003,"2,23 Mio",3840,2563,"3,26 Mio",6016,4016,"26,03 Mio",seoraksan,nature;montagne;foret;rocher,Un bien gros tas de cailloux…,
D5600_002312,ecran,2019-10-21T12:43:13+08:00,1/160 s,100,11.0,35.0,6015,3383,"4,73 Mio",1920,1080,"521,88 kio",3000,1687,"1,62 Mio",3840,2160,"2,37 Mio",6016,4016,"24,09 Mio",seoraksan,ville;foret;mer,Vue sur Sokcho,
D5600_002317,standard,2019-10-21T12:44:28+08:00,1/125 s,100,11.0,35.0,6016,4016,"6,34 Mio",1920,1282,"718,36 kio",3000,2003,"2,17 Mio",3840,2563,"3,18 Mio",6016,4016,"25,12 Mio",seoraksan,nature;montagne;foret;automne;rocher,Forêt roussie,
D5600_002320,autre,2019-10-21T12:47:51+08:00,1/15 s,100,11.0,105.0,5348,4016,"3,10 Mio",1920,1442,"314,73 kio",3000,2253,"1,18 Mio",3840,2884,"1,82 Mio",6016,4016,"22,72 Mio",seoraksan,nature;animal;selection,Tamia pressé,Le [tamia de Sibérie](https://fr.wikipedia.org/wiki/Tamias_sibiricus) est un petit rongeur proche de l’écureil.
D5600_002327,standard,2019-10-21T12:52:12+08:00,1/125 s,100,11.0,26.0,6016,4016,"7,69 Mio",1920,1282,"834,64 kio",3000,2003,"2,56 Mio",3840,2563,"3,79 Mio",6016,4016,"26,30 Mio",seoraksan,nature;montagne;foret;rocher,Au bord des falaises,
D5600_002331,standard,2019-10-21T12:54:33+08:00,1/80 s,100,11.0,45.0,6016,4016,"11,13 Mio",1920,1282,"1,28 Mio",3000,2003,"3,79 Mio",3840,2563,"5,53 Mio",6016,4016,"28,41 Mio",seoraksan,nature;foret;automne;selection,Mer d’arbres,
D5600_002334,standard,2019-10-21T13:01:03+08:00,1/250 s,100,11.0,28.0,6016,4016,"6,17 Mio",1920,1282,"633,86 kio",3000,2003,"2,01 Mio",3840,2563,"2,99 Mio",6016,4016,"24,34 Mio",seoraksan,nature;montagne,À l’ombre des pins,
D5600_002335,vertical,2019-10-21T13:22:05+08:00,1/125 s,100,11.0,22.0,4016,6016,"6,74 Mio",1282,1920,"726,69 kio",2003,3000,"2,21 Mio",2563,3840,"3,28 Mio",6016,4016,"25,70 Mio",seoraksan,nature;montagne;foret;rocher,"Surtout, ne pas tomber",
D5600_002341,vertical,2019-10-21T13:29:31+08:00,1/60 s,100,11.0,34.0,4016,6016,"9,82 Mio",1282,1920,"1,09 Mio",2003,3000,"3,21 Mio",2563,3840,"4,77 Mio",6016,4016,"28,87 Mio",seoraksan,montagne;escaliers,"… et maintenant, il faut redescendre…",
D5600_002361,ecran,2019-10-21T14:08:34+08:00,1/50 s,100,4.8,48.0,6016,3384,"3,24 Mio",1920,1080,"334,47 kio",3000,1688,"1,07 Mio",3840,2160,"1,60 Mio",6016,4016,"23,61 Mio",seoraksan,temple;architecture,Le mur du temple,
D5600_002366,autre,2019-10-21T14:43:00+08:00,1/800 s,100,5.6,105.0,4016,5248,"4,15 Mio",1469,1920,"476,31 kio",2296,3000,"1,60 Mio",2939,3840,"2,45 Mio",6016,4016,"22,34 Mio",seoraksan,nature;automne;plante,Érable couchant,
D5600_002371,standard,2019-10-21T14:51:22+08:00,1/50 s,400,7.1,38.0,5873,3921,"8,87 Mio",1920,1282,"1007,65 kio",3000,2003,"2,99 Mio",3840,2564,"4,45 Mio",6016,4016,"28,04 Mio",seoraksan,temple;sculpture,Stèle,"Je n’ai pas la moindre idée de ce qu’est le truc à gauche, et il n’y avait pas d’explication"
D5600_002372,standard,2019-10-21T14:51:29+08:00,1/60 s,400,7.1,35.0,6016,4016,"11,42 Mio",1920,1282,"1,16 Mio",3000,2003,"3,68 Mio",3840,2563,"5,50 Mio",6016,4016,"29,59 Mio",seoraksan,temple;sculpture,Lanterne et stèle,
D5600_002374,standard,2019-10-21T14:52:26+08:00,1/500 s,200,7.1,26.0,5951,3973,"12,27 Mio",1920,1282,"1,13 Mio",3000,2003,"3,82 Mio",3840,2564,"5,92 Mio",6016,4016,"29,23 Mio",seoraksan,architecture;hanok,Nouvelles maisons anciennes,
D5600_002378,vertical,2019-10-21T14:53:35+08:00,1/60 s,400,9.0,35.0,4016,6016,"10,65 Mio",1282,1920,"1,13 Mio",2003,3000,"3,46 Mio",2563,3840,"5,16 Mio",6016,4016,"30,54 Mio",seoraksan,architecture;toit;ondol,Concours de la cheminée la plus compliquée,Mention « honorable ».
D5600_002379,vertical,2019-10-21T14:53:52+08:00,1/60 s,400,8.0,38.0,3963,5935,"6,30 Mio",1282,1920,"647,82 kio",2003,3000,"2,04 Mio",2564,3840,"3,08 Mio",6016,4016,"26,73 Mio",seoraksan,architecture,Porte aux fleurs,
D5600_002385,standard,2019-10-21T14:56:17+08:00,1/30 s,400,8.0,18.0,5964,3982,"10,46 Mio",1920,1282,"1,30 Mio",3000,2003,"3,75 Mio",3840,2564,"5,42 Mio",6016,4016,"29,00 Mio",seoraksan,architecture;toit,Toit aux Bouddhas,
D5600_002387,panoramique,2019-10-21T14:56:42+08:00,1/100 s,400,4.5,25.0,5199,2228,"3,58 Mio",1920,823,"472,31 kio",3000,1286,"1,48 Mio",3840,1646,"2,21 Mio",6016,4016,"26,84 Mio",seoraksan,histoire;peinture,"Printemps, Été",Décoration murale
D5600_002388,panoramique,2019-10-21T14:56:50+08:00,1/50 s,400,4.5,25.0,5458,2262,"4,20 Mio",1920,796,"509,38 kio",3000,1243,"1,63 Mio",3840,1591,"2,42 Mio",6016,4016,"27,48 Mio",seoraksan,histoire;peinture,"Automne, Hiver",Décoration murale
D5600_002389,standard,2019-10-21T14:57:08+08:00,1/200 s,200,5.6,30.0,6016,4016,"10,01 Mio",1920,1282,"1,06 Mio",3000,2003,"3,22 Mio",3840,2563,"4,79 Mio",6016,4016,"26,19 Mio",seoraksan,temple;toit;dragon,Deux toits,
D5600_002393,standard,2019-10-21T14:58:28+08:00,1/100 s,200,11.0,40.0,6016,4016,"9,61 Mio",1920,1282,"908,48 kio",3000,2003,"2,90 Mio",3840,2563,"4,44 Mio",6016,4016,"25,33 Mio",seoraksan,toit;montagne;foret,Entre les temples,
D5600_002394,vertical,2019-10-21T15:00:12+08:00,1/320 s,200,11.0,38.0,3849,5765,"6,72 Mio",1282,1920,"701,32 kio",2003,3000,"2,27 Mio",2564,3840,"3,44 Mio",6016,4016,"26,93 Mio",seoraksan,histoire;temple,La lanterne au centre de la place,
D5600_002403,standard,2019-10-21T15:20:11+08:00,1/80 s,100,11.0,18.0,6016,4016,"8,30 Mio",1920,1282,"944,80 kio",3000,2003,"2,77 Mio",3840,2563,"4,06 Mio",6016,4016,"26,35 Mio",seoraksan,nature;foret;montagne;riviere,Le ruisseau vers la montagne,
D5600_002405,standard,2019-10-21T15:20:27+08:00,1/250 s,100,11.0,42.0,6016,4016,"5,38 Mio",1920,1282,"544,41 kio",3000,2003,"1,77 Mio",3840,2563,"2,63 Mio",6016,4016,"24,19 Mio",seoraksan,nature;foret;montagne,Encadrée par la forêt,
D5600_002416,standard,2019-10-21T15:32:02+08:00,1/125 s,100,10.0,35.0,6016,4016,"6,92 Mio",1920,1282,"666,93 kio",3000,2003,"2,16 Mio",3840,2563,"3,28 Mio",6016,4016,"24,47 Mio",seoraksan,nature;foret;montagne,"Plus loin, une vallée",
D5600_002417,standard,2019-10-21T15:32:41+08:00,1/100 s,100,10.0,40.0,6016,4016,"5,98 Mio",1920,1282,"631,59 kio",3000,2003,"1,98 Mio",3840,2563,"2,93 Mio",6016,4016,"24,12 Mio",seoraksan,nature;foret;montagne,(sans titre),
D5600_002421,standard,2019-10-21T15:38:17+08:00,1/80 s,200,10.0,18.0,6016,4016,"11,20 Mio",1920,1282,"1,08 Mio",3000,2003,"3,49 Mio",3840,2563,"5,27 Mio",6016,4016,"27,92 Mio",seoraksan,nature;rocher;foret;riviere,Onde calme,
D5600_002428,standard,2019-10-21T15:49:16+08:00,1/100 s,200,11.0,18.0,6016,4016,"10,60 Mio",1920,1282,"1,13 Mio",3000,2003,"3,38 Mio",3840,2563,"5,01 Mio",6016,4016,"26,98 Mio",seoraksan,nature;rocher;foret;riviere,Le soleil sur le ruisseau,
D5600_002433,vertical,2019-10-21T15:54:51+08:00,1/160 s,100,11.0,18.0,4016,6016,"9,03 Mio",1282,1920,"907,98 kio",2003,3000,"2,84 Mio",2563,3840,"4,27 Mio",6016,4016,"25,75 Mio",seoraksan,nature;rocher;riviere,Au fond de la vallée,
D5600_002439,ecran,2019-10-21T15:57:33+08:00,1/320 s,100,11.0,38.0,5923,3331,"8,53 Mio",1920,1080,"768,05 kio",3000,1687,"2,64 Mio",3840,2160,"4,11 Mio",6016,4016,"28,87 Mio",seoraksan,temple;rocher;selection,Reflet aux écritures,
D5600_002450,vertical,2019-10-21T16:01:17+08:00,1/125 s,200,11.0,18.0,4016,6016,"7,26 Mio",1282,1920,"784,79 kio",2003,3000,"2,37 Mio",2563,3840,"3,52 Mio",6016,4016,"26,57 Mio",seoraksan,nature;rocher;montagne;riviere,Dressé au bord du ruisseau,
D5600_002453,standard,2019-10-21T16:02:38+08:00,1/80 s,200,4.5,35.0,5038,3362,"2,99 Mio",1920,1281,"380,15 kio",3000,2002,"1,29 Mio",3840,2563,"1,95 Mio",6016,4016,"23,75 Mio",seoraksan,escaliers;curiosite,Notre balade ? C’était une facile !,"Les 48,5 % du segment final (en bas à droite) correspondent à plus de 700 mètres de dénivellé en 1,5 km. Ça implique un escalier continu avec quelques paliers."
D5600_002458,standard,2019-10-21T16:08:43+08:00,1/160 s,200,11.0,50.0,6016,4016,"6,44 Mio",1920,1282,"654,60 kio",3000,2003,"2,08 Mio",3840,2563,"3,10 Mio",6016,4016,"24,57 Mio",seoraksan,nature;montagne;foret;automne,La montagne entre les montagnes,
D5600_002459,standard,2019-10-21T16:08:47+08:00,1/160 s,200,11.0,32.0,6016,4016,"7,99 Mio",1920,1282,"879,40 kio",3000,2003,"2,63 Mio",3840,2563,"3,90 Mio",6016,4016,"27,82 Mio",seoraksan,nature;rocher;foret,Pins sur la montagne,
D5600_002464,panoramique,2019-10-21T16:53:42+08:00,1/125 s,200,11.0,70.0,6016,2538,"5,97 Mio",1920,810,"694,63 kio",3000,1266,"2,00 Mio",3840,1620,"2,95 Mio",6016,4016,"27,67 Mio",seoraksan,temple;etrange;toit,Toit en cuivre,"Quand on est un temple riche, on ne se refuse rien !"
D5600_002474,carre,2019-10-21T19:54:31+08:00,1/30 s,3200,4.5,35.0,4015,4015,"5,36 Mio",1920,1920,"893,50 kio",3000,3000,"3,18 Mio",3840,3840,"4,91 Mio",6016,4016,"30,40 Mio",sokcho,quotidien;curiosite,C’est quelle fil ? Le noir ?,
D5600_002480,vertical,2019-10-22T18:02:27+08:00,1/30 s,400,11.0,35.0,4016,6016,"8,02 Mio",1282,1920,"806,48 kio",2003,3000,"2,52 Mio",2563,3840,"3,82 Mio",6016,4016,"26,79 Mio",jeonju,hanok;ondol,Cheminée d’ondol,
D5600_002481,standard,2019-10-22T18:02:57+08:00,1/160 s,400,7.1,35.0,6016,4016,"6,06 Mio",1920,1282,"496,91 kio",3000,2003,"1,78 Mio",3840,2563,"2,78 Mio",6016,4016,"23,31 Mio",jeonju,toit;hanok,À l’angle du toit,
D5600_002482,standard,2019-10-22T18:03:35+08:00,1/320 s,400,7.1,35.0,5072,3381,"5,10 Mio",1920,1280,"616,62 kio",3000,2000,"2,11 Mio",3840,2560,"3,22 Mio",6016,4016,"25,50 Mio",jeonju,ville;etrange;moderne,— Ancien ou moderne ? — Les deux.,"Oui, on pose un étage d’inspiration ancienne sur un immeuble récent. Parce que, pourquoi pas ?"
D5600_002494,standard,2019-10-22T18:21:23+08:00,1/40 s,400,4.5,35.0,5127,3418,"5,12 Mio",1920,1280,"615,30 kio",3000,2000,"2,06 Mio",3840,2560,"3,16 Mio",6016,4016,"26,43 Mio",jeonju,sculpture;quotidien;curiosite,Chaussures porte-bonheur,"Soit cette femme a de très grands pieds, soit c’est une géante."
D5600_002497,standard,2019-10-22T18:22:51+08:00,1/40 s,400,3.5,35.0,6016,4016,"6,29 Mio",1920,1282,"593,77 kio",3000,2003,"1,96 Mio",3840,2563,"2,99 Mio",6016,4016,"26,36 Mio",jeonju,objet;histoire,Tambours aux coussins,
D5600_002504,vertical,2019-10-22T18:34:12+08:00,1/125 s,400,1.8,35.0,4016,6016,"5,10 Mio",1282,1920,"418,51 kio",2003,3000,"1,47 Mio",2563,3840,"2,31 Mio",6016,4016,"25,54 Mio",jeonju,quotidien;plante,(sans titre),On trouve beaucoup de ces plantes en ville.
D5600_002507,standard,2019-10-22T18:44:31+08:00,1/40 s,800,4.0,35.0,6016,4016,"9,73 Mio",1920,1282,"950,10 kio",3000,2003,"3,03 Mio",3840,2563,"4,61 Mio",6016,4016,"28,23 Mio",jeonju,objet;histoire;quotidien;cuisine,Jarres à kimchi,Tailles et formes diverses pour [divers types de kimchi](https://fr.wikipedia.org/wiki/Kimchi).
